filename_1,filename_2,class
CatHead/cat547a.jpg,CatHead/cat689a.jpg,0
BearHead/bearfrontal0069.jpg,BearHead/bearfrontal0066.jpg,0
PigHead/pigfrontal0091.jpg,PigHead/pigfrontal0046.jpg,0
DogHead/dog000272a.jpg,DogHead/dog000644b.jpg,0
RabbitHead/rabbitfrontalfrontal0098.jpg,RabbitHead/rabbitfrontalfrontal0080.jpg,0
CatHead/cat1033a.jpg,CatHead/cat562a.jpg,0
ChickenHead/chickenside0061.jpg,ChickenHead/chickenside0080.jpg,0
BearHead/bearfrontal0065.jpg,BearHead/bearfrontal0096.jpg,0
LionHead/lionlh174.jpg,LionHead/lionlh99.jpg,0
RabbitHead/rabbitfrontalfrontal0053.jpg,RabbitHead/rabbitfrontalfrontal0045.jpg,0
MonkeyHead/monkeyfrontal0038.jpg,MonkeyHead/monkeyfrontal0093.jpg,0
CatHead/cat723a.jpg,CatHead/cat1033a.jpg,0
MonkeyHead/monkeyfrontal0055.jpg,MonkeyHead/monkeyfrontal0091.jpg,0
CatHead/cat750a.jpg,CatHead/cat728a.jpg,0
BearHead/bearfrontal0057.jpg,BearHead/bearfrontal0064.jpg,0
BearHead/bearfrontal0036.jpg,BearHead/bearfrontal0094.jpg,0
BearHead/bearfrontal0061.jpg,BearHead/bearfrontal0055.jpg,0
RabbitHead/rabbitfrontalfrontal0097.jpg,RabbitHead/rabbitfrontalfrontal0063.jpg,0
WolfHead/wolffrontal0052.jpg,WolfHead/wolffrontal0066.jpg,0
MouseHead/mousefrontal0094.jpg,MouseHead/mousefrontal0039.jpg,0
CatHead/cat780a.jpg,CatHead/cat717a.jpg,0
PandaHead/pandafrontal0024.jpg,PandaHead/pandafrontal0023.jpg,0
DogHead/dog000140a.jpg,DogHead/dog000072a.jpg,0
WolfHead/wolffrontal0082.jpg,WolfHead/wolffrontal0049.jpg,0
MonkeyHead/monkeyfrontal0069.jpg,MonkeyHead/monkeyfrontal0038.jpg,0
CatHead/cat778a.jpg,CatHead/cat000929.jpg,0
DogHead/dog000129a.jpg,DogHead/dog000315a.jpg,0
BearHead/bearfrontal0038.jpg,BearHead/bearfrontal0040.jpg,0
RabbitHead/rabbitfrontalfrontal0069.jpg,RabbitHead/rabbitfrontalfrontal0032.jpg,0
ChickenHead/chickenside0033.jpg,ChickenHead/chickenside0046.jpg,0
PigeonHead/pigeon0000000039flipped.jpg,PigeonHead/pigeon0000000042flipped.jpg,0
PigHead/pigfrontal0077.jpg,PigHead/pigfrontal0082.jpg,0
RabbitHead/rabbitfrontalfrontal0073.jpg,RabbitHead/rabbitfrontalfrontal0070.jpg,0
CatHead/cat781c.jpg,CatHead/cat1054a.jpg,0
CatHead/cat754a.jpg,CatHead/cat1031b.jpg,0
ChickenHead/chickenside0051.jpg,ChickenHead/chickenside0068.jpg,0
MouseHead/mousefrontal0079.jpg,MouseHead/mousefrontal0050.jpg,0
ChickenHead/chickenside0047.jpg,ChickenHead/chickenside0047.jpg,0
DogHead/dog000550a.jpg,DogHead/dog000828a.jpg,0
PandaHead/pandafrontal0023.jpg,PandaHead/giant-panda15.jpg,0
WolfHead/wolffrontal0086.jpg,WolfHead/wolffrontal0072.jpg,0
CatHead/cat1053a.jpg,CatHead/cat816a.jpg,0
LionHead/lionk87.jpg,LionHead/lionlh104.jpg,0
PandaHead/giant-panda13.jpg,PandaHead/pandafrontal0025.jpg,0
MonkeyHead/monkeyfrontal0075.jpg,MonkeyHead/monkeyfrontal0056.jpg,0
WolfHead/wolffrontal0063.jpg,WolfHead/wolffrontal0047.jpg,0
RabbitHead/rabbitfrontalfrontal0038.jpg,RabbitHead/rabbitfrontalfrontal0099.jpg,0
ChickenHead/chickenside0095.jpg,ChickenHead/chickenside0084.jpg,0
DogHead/dog000654a.jpg,DogHead/dog000201d.jpg,0
CatHead/cat730a.jpg,CatHead/cat866.jpg,0
MouseHead/mousefrontal0073.jpg,MouseHead/mousefrontal0051.jpg,0
MonkeyHead/monkeyfrontal0051.jpg,MonkeyHead/monkeyfrontal0083.jpg,0
PandaHead/Pandas_drinking2.jpg,PandaHead/pandafrontal0001.jpg,0
MonkeyHead/monkeyfrontal0059.jpg,MonkeyHead/monkeyfrontal0043.jpg,0
CatHead/cat723a.jpg,CatHead/cat924a.jpg,0
PigeonHead/pigeon0000000039flipped.jpg,PigeonHead/pigeon0000000030.jpg,0
MonkeyHead/monkeyfrontal0041.jpg,MonkeyHead/monkeyfrontal0056.jpg,0
WolfHead/wolffrontal0069.jpg,WolfHead/wolffrontal0033.jpg,0
ChickenHead/chickenside0098.jpg,ChickenHead/chickenside0088.jpg,0
WolfHead/wolffrontal0042.jpg,WolfHead/wolffrontal0032.jpg,0
DogHead/dog000444a.jpg,DogHead/dog000162a.jpg,0
MouseHead/mousefrontal0090.jpg,MouseHead/mousefrontal0082.jpg,0
CatHead/cat689a.jpg,CatHead/cat780a.jpg,0
