Image 1,Image 2,Menu,Winner,Num Voter,Num Vote 1,Num Vote 2
d1_1.jpg,d1_2.jpg,Dessert,2,57.0,5.0,52.0
d2_1.jpg,d2_2.jpg,Dessert,2,57.0,26.0,31.0
d3_1.jpg,d3_2.jpg,Dessert,2,57.0,19.0,38.0
d4_1.jpg,d4_2.jpg,Dessert,1,57.0,33.0,24.0
d5_1.jpg,d5_2.jpg,Dessert,2,57.0,26.0,31.0
d6_1.jpg,d6_2.jpg,Dessert,2,57.0,20.0,37.0
d7_1.jpg,d7_2.jpg,Dessert,1,57.0,34.0,23.0
d8_1.jpg,d8_2.jpg,Dessert,1,57.0,36.0,21.0
d9_1.jpg,d9_2.jpg,Dessert,1,57.0,44.0,13.0
d10_1.jpg,d10_2.jpg,Dessert,1,57.0,42.0,15.0
d11_1.jpg,d11_2.jpg,Dessert,2,57.0,17.0,40.0
d12_1.jpg,d12_2.jpg,Dessert,2,57.0,6.0,51.0
d13_1.jpg,d13_2.jpg,Dessert,1,57.0,33.0,24.0
d14_1.jpg,d14_2.jpg,Dessert,1,57.0,30.0,27.0
d15_1.jpg,d15_2.jpg,Dessert,1,57.0,37.0,20.0
d16_1.jpg,d16_2.jpg,Dessert,1,57.0,36.0,21.0
d17_1.jpg,d17_2.jpg,Dessert,1,57.0,37.0,20.0
d18_1.jpg,d18_2.jpg,Dessert,2,57.0,28.0,29.0
d19_1.jpg,d19_2.jpg,Dessert,2,57.0,28.0,29.0
d20_1.jpg,d20_2.jpg,Dessert,1,57.0,42.0,15.0
d21_1.jpg,d21_2.jpg,Dessert,1,57.0,33.0,24.0
d22_1.jpg,d22_2.jpg,Dessert,1,57.0,30.0,27.0
d23_1.jpg,d23_2.jpg,Dessert,1,57.0,37.0,20.0
d24_1.jpg,d24_2.jpg,Dessert,1,57.0,32.0,25.0
d25_1.jpg,d25_2.jpg,Dessert,2,57.0,25.0,32.0
d26_1.jpg,d26_2.jpg,Dessert,1,57.0,35.0,22.0
d27_1.jpg,d27_2.jpg,Dessert,2,57.0,21.0,36.0
d28_1.jpg,d28_2.jpg,Dessert,2,57.0,22.0,35.0
d29_1.jpg,d29_2.jpg,Dessert,2,57.0,14.0,43.0
d30_1.jpg,d30_2.jpg,Dessert,2,57.0,25.0,32.0
d31_1.jpg,d31_2.jpg,Dessert,1,57.0,41.0,16.0
d32_1.jpg,d32_2.jpg,Dessert,2,57.0,9.0,48.0
d33_1.jpg,d33_2.jpg,Dessert,2,57.0,15.0,42.0
d34_1.jpg,d34_2.jpg,Dessert,2,57.0,12.0,45.0
d35_1.jpg,d35_2.jpg,Dessert,2,57.0,25.0,32.0
d36_1.jpg,d36_2.jpg,Dessert,1,57.0,30.0,27.0
d37_1.jpg,d37_2.jpg,Dessert,2,57.0,18.0,39.0
d38_1.jpg,d38_2.jpg,Dessert,2,57.0,23.0,34.0
d39_1.jpg,d39_2.jpg,Dessert,2,57.0,20.0,37.0
d40_1.jpg,d40_2.jpg,Dessert,2,57.0,24.0,33.0
d41_1.jpg,d41_2.jpg,Dessert,1,57.0,42.0,15.0
d42_1.jpg,d42_2.jpg,Dessert,2,57.0,28.0,29.0
d43_1.jpg,d43_2.jpg,Dessert,2,57.0,22.0,35.0
d44_1.jpg,d44_2.jpg,Dessert,1,57.0,42.0,15.0
d45_1.jpg,d45_2.jpg,Dessert,2,57.0,8.0,49.0
d46_1.jpg,d46_2.jpg,Dessert,2,57.0,27.0,30.0
d47_1.jpg,d47_2.jpg,Dessert,2,57.0,22.0,35.0
d48_1.jpg,d48_2.jpg,Dessert,1,57.0,35.0,22.0
d49_1.jpg,d49_2.jpg,Dessert,1,57.0,29.0,28.0
d50_1.jpg,d50_2.jpg,Dessert,2,57.0,27.0,30.0
d51_1.jpg,d51_2.jpg,Dessert,1,57.0,43.0,14.0
d52_1.jpg,d52_2.jpg,Dessert,2,57.0,25.0,32.0
d53_1.jpg,d53_2.jpg,Dessert,2,57.0,28.0,29.0
d54_1.jpg,d54_2.jpg,Dessert,1,57.0,43.0,14.0
d55_1.jpg,d55_2.jpg,Dessert,1,57.0,40.0,17.0
d56_1.jpg,d56_2.jpg,Dessert,2,57.0,16.0,41.0
d57_1.jpg,d57_2.jpg,Dessert,1,57.0,35.0,22.0
d58_1.jpg,d58_2.jpg,Dessert,1,57.0,38.0,19.0
d59_1.jpg,d59_2.jpg,Dessert,1,57.0,37.0,20.0
d60_1.jpg,d60_2.jpg,Dessert,1,57.0,29.0,28.0
d61_1.jpg,d61_2.jpg,Dessert,2,57.0,24.0,33.0
d62_1.jpg,d62_2.jpg,Dessert,2,57.0,27.0,30.0
d63_1.jpg,d63_2.jpg,Dessert,2,57.0,11.0,46.0
d64_1.jpg,d64_2.jpg,Dessert,2,57.0,18.0,39.0
d65_1.jpg,d65_2.jpg,Dessert,2,57.0,27.0,30.0
d66_1.jpg,d66_2.jpg,Dessert,2,57.0,17.0,40.0
d67_1.jpg,d67_2.jpg,Dessert,2,57.0,21.0,36.0
d68_1.jpg,d68_2.jpg,Dessert,2,57.0,22.0,35.0
d69_1.jpg,d69_2.jpg,Dessert,1,57.0,37.0,20.0
d70_1.jpg,d70_2.jpg,Dessert,1,57.0,36.0,21.0
d71_1.jpg,d71_2.jpg,Dessert,2,57.0,20.0,37.0
d72_1.jpg,d72_2.jpg,Dessert,2,57.0,17.0,40.0
d73_1.jpg,d73_2.jpg,Dessert,2,57.0,17.0,40.0
d74_1.jpg,d74_2.jpg,Dessert,2,57.0,28.0,29.0
d75_1.jpg,d75_2.jpg,Dessert,2,57.0,10.0,47.0
d76_1.jpg,d76_2.jpg,Dessert,1,57.0,38.0,19.0
d77_1.jpg,d77_2.jpg,Dessert,1,57.0,36.0,21.0
d78_1.jpg,d78_2.jpg,Dessert,1,57.0,40.0,17.0
d79_1.jpg,d79_2.jpg,Dessert,2,57.0,19.0,38.0
d80_1.jpg,d80_2.jpg,Dessert,1,57.0,32.0,25.0
d81_1.jpg,d81_2.jpg,Dessert,2,57.0,15.0,42.0
d82_1.jpg,d82_2.jpg,Dessert,1,57.0,38.0,19.0
d83_1.jpg,d83_2.jpg,Dessert,1,57.0,33.0,24.0
d84_1.jpg,d84_2.jpg,Dessert,1,57.0,45.0,12.0
d85_1.jpg,d85_2.jpg,Dessert,1,57.0,32.0,25.0
d86_1.jpg,d86_2.jpg,Dessert,2,57.0,19.0,38.0
d87_1.jpg,d87_2.jpg,Dessert,1,57.0,39.0,18.0
d88_1.jpg,d88_2.jpg,Dessert,2,57.0,10.0,47.0
d89_1.jpg,d89_2.jpg,Dessert,2,57.0,9.0,48.0
d90_1.jpg,d90_2.jpg,Dessert,1,57.0,39.0,18.0
d91_1.jpg,d91_2.jpg,Dessert,2,57.0,27.0,30.0
d92_1.jpg,d92_2.jpg,Dessert,1,57.0,30.0,27.0
d93_1.jpg,d93_2.jpg,Dessert,2,57.0,28.0,29.0
d94_1.jpg,d94_2.jpg,Dessert,1,57.0,45.0,12.0
d95_1.jpg,d95_2.jpg,Dessert,1,57.0,44.0,13.0
d96_1.jpg,d96_2.jpg,Dessert,2,57.0,20.0,37.0
d97_1.jpg,d97_2.jpg,Dessert,2,57.0,16.0,41.0
d98_1.jpg,d98_2.jpg,Dessert,1,57.0,50.0,7.0
d99_1.jpg,d99_2.jpg,Dessert,2,57.0,17.0,40.0
d100_1.jpg,d100_2.jpg,Dessert,1,57.0,31.0,26.0
47063712_125320968467683_7173220387282730018_n.jpg,43985334_755487431465034_2235324865984388530_n.jpg,Dessert,1,,,
46075061_259195838074788_8620640821040098288_n.jpg,47208019_131763921151617_4207235528937573710_n.jpg,Dessert,1,,,
43984815_756708454672570_7854186937707940386_n.jpg,47583886_959105464300606_4544117051112770499_n.jpg,Dessert,1,,,
43282933_2124641664530671_1546378145801720259_n.jpg,44443963_334258080711354_2229040996309720079_n.jpg,Dessert,2,,,
46593162_260502597950491_4819882371830179690_n.jpg,43167157_1345463592261643_887925330050359493_n.jpg,Dessert,1,,,
45387172_154026302236060_3036825668634193332_n.jpg,43779032_255676925302438_3642097486736901401_n.jpg,Dessert,2,,,
44221467_353480848721263_7774222579126973040_n.jpg,44392043_731977683832931_2724141811801446502_n.jpg,Dessert,1,,,
47382561_528489687662552_1430211809675366275_n.jpg,43040786_1190988517718482_659501642979455709_n.jpg,Dessert,2,,,
30084913_366916300479195_2454007638485106688_n.jpg,30591647_2044923619164298_5011235186612895744_n.jpg,Dessert,1,,,
30087582_1011417512356748_5711520550434635776_n.jpg,28763812_421915311589223_468712095999852544_n.jpg,Dessert,2,,,
